Date ,Daily Mean Cloud Quantity (%),Daily Mean Relative Humidity (%),Daily Mean Temperature (°C),Daily Range of Temperature (°C),Daily Mean Wind Speed (km/h),Daily Total Rainfall (mm),Typhoon (Y/N)
6/17/2009,56,80,28.8,5.8,11.5,Trace,Yes
6/18/2009,61,77,29,4.5,6.2,0,Yes
6/19/2009,65,81,29.1,5.6,10,5.7,Yes
6/20/2009,68,73,29.9,4.8,7.3,0,Yes
6/21/2009,84,78,30.1,5,14.7,0,Yes
6/22/2009,86,82,29.6,2.6,13.3,15.7,Yes
6/23/2009,84,80,29.8,4.3,6.9,12.5,Yes
6/24/2009,88,83,29.1,4.8,6.3,8.5,Yes
6/25/2009,84,82,28.8,3.2,7.1,6.6,Yes
6/26/2009,88,88,27.7,3.9,19.7,17.7,Yes
6/27/2009,89,88,26.7,3,12.8,46.9,Yes
6/28/2009,86,91,26.3,3.7,9,48.7,No
6/29/2009,83,81,29,4.5,6.4,Trace,No
6/30/2009,83,75,29.6,3.4,8.3,0.1,No
7/1/2009,63,73,29.6,4.4,11.4,0,No
7/2/2009,74,75,29.6,3.1,14.7,Trace,No
7/3/2009,86,76,29.5,2.2,12.3,0.5,No
7/4/2009,90,83,28.5,4.4,6.3,17.4,No
7/5/2009,88,94,25.8,3.8,11.5,49.6,No
7/6/2009,77,86,27.8,8.1,11.2,31.2,No
7/7/2009,57,77,29.2,5.7,8.4,20.1,No
7/8/2009,35,75,29.5,4.8,8.6,0,No
7/9/2009,20,72,29.7,4.8,12,0,No
7/10/2009,30,75,30.2,5.5,13.2,Trace,Yes
7/11/2009,84,80,28.9,4.3,25.7,8.1,Yes
7/12/2009,60,79,29.6,5,18.2,Trace,Yes
7/13/2009,53,77,29.6,5.4,7.8,0,No
7/14/2009,72,78,29.2,3.2,11.6,0,No
7/15/2009,78,83,29.4,5.3,18.3,4.8,Yes
7/16/2009,72,83,29.2,5,20,0.8,Yes
7/17/2009,39,73,29.9,4.8,12.1,0.4,Yes
7/18/2009,72,78,29.4,8.3,15.6,11.7,Yes
7/19/2009,90,89,26.4,3.7,16.7,124.6,Yes
7/20/2009,73,87,28.4,5.8,12.9,8.1,No
7/21/2009,62,83,29,5.3,14.5,0.6,No
7/22/2009,51,80,28.9,5.1,9.3,0,No
7/23/2009,67,81,28.9,5.2,4.3,7.6,No
7/24/2009,84,79,29.5,3.1,10.7,2.6,No
7/25/2009,82,80,29.6,4,9.2,8.3,No
7/26/2009,86,85,29.1,5.7,5.4,24.1,No
7/27/2009,81,86,28.7,5.5,6.1,33.6,No
7/28/2009,82,84,29.3,6,7.5,10.2,No
7/29/2009,78,82,29.9,5.4,11.8,2.4,No
7/30/2009,79,88,28.9,4.1,18.6,14,No
7/31/2009,71,83,29.3,5.6,18.2,8.7,No
8/1/2009,64,71,30.3,4.7,6.8,0,Yes
8/2/2009,83,80,30.8,5.8,6.2,0,Yes
8/3/2009,81,80,29.9,7.3,19.2,21.4,Yes
8/4/2009,88,90,28,2.9,27.6,21.3,Yes
8/5/2009,89,90,27.6,3,10.1,92.5,Yes
8/6/2009,74,85,29,3.4,8.3,8.3,Yes
8/7/2009,81,78,29.6,5.2,11.4,0,Yes
8/8/2009,82,78,30.4,6,15.9,0,Yes
8/9/2009,81,76,30.3,3.3,12.6,0,Yes
8/10/2009,86,87,29.2,5,6,21.8,No
8/11/2009,88,91,28.1,3.4,7.3,32.2,No
8/12/2009,89,88,27.3,1.9,5.7,3.1,No
8/13/2009,90,91,26.4,2.8,4.6,70.7,No
8/14/2009,84,88,27.8,5.1,4.5,44.9,No
8/15/2009,74,80,29.3,4.3,4.1,0,No
8/16/2009,67,77,29.9,4.9,7.3,0,No
8/17/2009,80,81,29.1,3,6.5,2,No
8/18/2009,74,85,28.7,4.1,7.8,12.7,No
8/19/2009,61,82,29.4,4.3,7.5,0.3,No
8/20/2009,40,74,29.8,5.1,7.7,0,No
8/21/2009,21,70,30.1,4.9,10,0,No
8/22/2009,27,73,30,4.2,11,0,No
8/23/2009,48,75,30.4,5.6,8.6,Trace,No
8/24/2009,73,72,30.1,4.7,11.4,0,No
8/25/2009,80,78,29.9,5,15.5,Trace,No
8/26/2009,60,79,30,4.9,10.7,Trace,No
8/27/2009,55,78,30,4.8,6.2,Trace,No
8/28/2009,23,73,30.4,5.5,11.3,0,No
8/29/2009,62,78,30.3,3.9,10.4,Trace,No
8/30/2009,64,77,30.4,5.6,9.3,2.4,No
8/31/2009,58,74,29.9,6.7,9.8,0.5,No
9/1/2009,67,74,29.9,5.6,13.2,Trace,No
9/2/2009,57,72,30,6.4,16,Trace,No
9/3/2009,69,71,30.6,5.9,17.5,Trace,No
9/4/2009,81,74,30,5.3,10.6,Trace,No
9/5/2009,41,71,30.1,5.6,15.6,Trace,No
9/6/2009,32,72,29.9,5.8,14.6,0,No
9/7/2009,28,74,30,6.6,13.9,0,No
9/8/2009,30,73,29.9,6.9,13.1,0,No
9/9/2009,82,78,29,6.3,17,37.1,Yes
9/10/2009,84,72,28.8,4.3,28.9,0.9,Yes
9/11/2009,86,86,27.5,2.1,24.1,11.8,Yes
9/12/2009,76,84,28.5,5.9,17.1,5.7,Yes
9/13/2009,74,79,29.4,6.5,9,23.4,Yes
9/14/2009,86,86,27.3,4.6,30.1,38.8,Yes
9/15/2009,91,91,26.5,5,15.2,190.3,Yes
9/16/2009,84,89,27.9,3.2,6.6,20.5,Yes
9/17/2009,60,82,29,4.9,6.2,Trace,No
9/18/2009,30,78,29.6,5.2,11.8,0,No
9/19/2009,47,77,30.6,4.6,9.2,0,No
9/20/2009,75,79,30.1,4,9,Trace,No
9/21/2009,81,81,28.9,5,5.5,9.5,No
9/22/2009,84,76,28.2,5.2,8,1.3,No
9/23/2009,53,73,28.6,6.6,14.3,0,No
9/24/2009,60,74,29.2,4.8,23.3,Trace,No
9/25/2009,41,73,29.2,4.6,19,0,Yes
9/26/2009,51,74,29.6,6.1,10.4,0.3,Yes
9/27/2009,77,72,29.1,3.2,13.9,0,Yes
9/28/2009,92,87,26.2,4.8,18.4,52.7,Yes
9/29/2009,87,92,24.9,1.6,20.1,31,Yes
9/30/2009,88,90,26.3,3.3,11.8,63,Yes
10/1/2009,79,80,27.5,6.6,5.2,0,No
10/2/2009,57,73,28,5.6,10.3,Trace,No
10/3/2009,56,71,27.7,4.5,6.4,0,No
10/4/2009,53,57,28,6.1,7,0,No
10/5/2009,42,51,28.1,6,9.2,0,No
10/6/2009,68,57,28.4,6.2,9.4,0,No
10/7/2009,52,70,27.7,6.4,5.4,25.4,No
10/8/2009,59,72,26.2,3.5,9.7,0,No
10/9/2009,54,66,26.6,5.2,4.1,0,No
10/10/2009,28,66,26.8,5.9,11,0,No
10/11/2009,86,80,25.9,4.8,21.7,5.1,No
10/12/2009,87,84,25.3,3.7,22.1,1.5,No
10/13/2009,73,78,26.7,3.9,20.7,Trace,No
10/14/2009,88,87,25.6,2.7,16.5,9.5,No
10/15/2009,81,78,25.6,5.2,15.3,0,No
10/16/2009,80,79,25.8,3.8,15.1,Trace,No
10/17/2009,38,74,26.5,6.3,13.3,0,No
10/18/2009,45,71,26,4.1,20.6,0,No
10/19/2009,87,83,25.8,2.2,18.4,2,No
10/20/2009,88,83,24.5,2.3,24.9,0.9,No
10/21/2009,88,78,24.9,2.9,16.4,0,No
10/22/2009,57,74,25.7,4.2,7.9,0,No
10/23/2009,21,66,26.3,5.8,5.9,0,No
10/24/2009,28,71,26.2,3.6,7.8,0,No
10/25/2009,61,77,26,3.5,6.2,Trace,No
10/26/2009,47,76,25.2,3.6,13,Trace,No
10/27/2009,61,73,24.4,3.2,20.4,0,No
10/28/2009,40,73,24.5,4.8,16.1,Trace,No
10/29/2009,36,73,24.8,4.7,16.5,0,No
10/30/2009,48,76,24.8,4.6,13.8,0,No
10/31/2009,41,68,25.7,5.8,12,0,No
11/1/2009,45,69,26.3,5.9,10.9,0,No
11/2/2009,41,45,22.9,6.6,22.2,0,No
11/3/2009,52,47,18.5,5.4,14.2,0,No
11/4/2009,51,53,21,7.3,7.4,0,No
11/5/2009,55,67,23.5,6.2,8.9,0,No
11/6/2009,63,79,24.2,4.8,13.4,0,No
11/7/2009,82,79,25,3.8,14.3,0,No
11/8/2009,80,85,25.3,2.4,11.3,Trace,No
11/9/2009,78,85,25.6,2.9,10.8,Trace,No
11/10/2009,29,78,26.4,4.1,7,Trace,No
11/11/2009,74,80,26.2,4.1,8.3,Trace,No
11/12/2009,82,82,25.8,5.1,9,5.2,No
11/13/2009,45,75,19,6.3,17.5,0.2,No
11/14/2009,83,74,17.6,3.9,11.5,Trace,No
11/15/2009,88,86,19.6,2.4,18.7,20.2,No
11/16/2009,93,88,17.4,7.9,11.1,34.8,No
11/17/2009,88,67,12.2,2.7,17.5,0,No
11/18/2009,87,72,12.3,6.2,13,0,No
11/19/2009,58,66,14.9,6.2,11.6,Trace,No
11/20/2009,68,62,15.5,5.4,13.9,0,No
11/21/2009,72,59,14.5,4.9,13.4,0,No
11/22/2009,42,56,15.9,6.1,9.4,0,No
11/23/2009,33,69,18.8,6.7,8.5,0,No
11/24/2009,17,78,20.4,5.9,5.5,0,No
11/25/2009,39,82,20.7,5,12.6,0,No
11/26/2009,86,82,21.2,2.5,18.3,0,No
11/27/2009,60,77,22,4.8,10.5,0,No
11/28/2009,42,76,21.1,3,19.9,0,No
11/29/2009,71,75,20.9,3.7,10.8,Trace,No
11/30/2009,29,73,19.7,4.3,8.5,Trace,No
12/1/2009,26,74,19,5.1,8.9,0,No
12/2/2009,55,73,19.8,3.8,10.8,0,No
12/3/2009,11,60,17.4,4.6,11.3,0,No
12/4/2009,26,67,17.6,4.4,9,0,No
12/5/2009,16,58,17.3,5.3,10.4,0,No
12/6/2009,43,71,18.4,4,19.1,Trace,No
12/7/2009,84,85,17.9,2.3,20.1,5.5,No
12/8/2009,88,94,18.6,2,15.8,14.1,No
12/9/2009,88,91,19.7,1.7,5.3,0.4,No
12/10/2009,60,84,20.3,4.7,6.8,Trace,No
12/11/2009,64,84,21,4.6,12.1,Trace,No
12/12/2009,84,84,20.4,1.1,17.6,Trace,No
12/13/2009,44,83,20.6,3.8,8.8,0,No
12/14/2009,72,85,19.8,2.5,20.3,1,No
12/15/2009,84,89,19,4.8,18.1,9.6,No
12/16/2009,81,84,13.9,3.1,9,3.8,No
12/17/2009,85,75,12.9,2.6,11.5,Trace,No
12/18/2009,88,76,12.5,2.4,9.2,Trace,No
12/19/2009,86,67,13.3,3.8,9.6,0,No
12/20/2009,60,50,13.8,5.2,8.8,0,No
12/21/2009,78,55,14.7,4.2,13,0,No
12/22/2009,38,72,16,4.1,16.3,0,No
12/23/2009,82,76,18,4.6,12,0,No
12/24/2009,24,84,20,4.8,7.5,0,No
12/25/2009,48,81,19.9,4.4,3.6,0,No
12/26/2009,80,78,18.1,2,18.3,0,No
12/27/2009,83,86,15.7,8,15.9,3.1,No
12/28/2009,87,85,12.2,5.2,9.5,5.7,No
12/29/2009,88,92,15.5,3.1,20.8,3.5,No
12/30/2009,87,93,17.2,1.5,9.8,2.5,No
12/31/2009,86,84,16.2,1.6,25.2,1,No
1/1/2010,84,73,16.2,3.1,23.2,Trace,No
1/2/2010,88,88,17.4,3.9,11.4,5.2,No
1/3/2010,85,87,17,2.5,11.9,3.5,No
1/4/2010,68,81,17.9,4,13.3,0,No
1/5/2010,85,84,17.3,2.6,25,0.8,No
1/6/2010,88,90,15.8,2.4,16.6,1.2,No
1/7/2010,88,84,13.7,2.1,12.5,0.5,No
1/8/2010,88,80,13.7,3.9,7.6,0.9,No
1/9/2010,76,78,15.1,3.5,18.3,0,No
1/10/2010,86,80,17.4,3.4,16.6,Trace,No
1/11/2010,80,89,15,6.2,9.7,12.5,No
1/12/2010,21,63,12.1,5.3,13.3,0,No
1/13/2010,45,53,12.9,6.1,10.9,0,No
1/14/2010,57,66,14.5,3.3,17.8,Trace,No
1/15/2010,36,68,15.8,4.6,17.5,0,No
1/16/2010,47,66,16.7,4.7,12,0,No
1/17/2010,38,77,16.5,5.2,14,0,No
1/18/2010,50,78,16.9,4.9,17.1,0,No
1/19/2010,85,80,18.1,4.3,16.9,0,No
1/20/2010,88,83,21.3,3.1,7.3,Trace,No
1/21/2010,81,87,22.3,2.7,4.8,0,No
1/22/2010,85,86,18.3,5.1,21.1,Trace,No
1/23/2010,88,86,15.5,1.7,13.6,Trace,No
1/24/2010,88,85,15.7,2.6,12.5,Trace,No
1/25/2010,87,78,18.4,5.6,7.6,0,No
1/26/2010,88,79,16.1,2.4,15.9,Trace,No
1/27/2010,87,84,16.9,3.4,18.8,Trace,No
1/28/2010,83,91,19.4,5,6.9,Trace,No
1/29/2010,84,89,18.4,2.1,16.7,Trace,No
1/30/2010,78,84,18.6,3.5,15.2,0,No
1/31/2010,46,83,21.4,5.3,8.5,0,No
2/1/2010,76,84,21.6,4.1,4.1,0,No
2/2/2010,86,89,19,2.6,13,Trace,No
2/3/2010,88,89,18.2,2.5,19.9,Trace,No
2/4/2010,89,91,17.2,1.8,21.5,0.4,No
2/5/2010,90,89,17.4,1.1,21.5,Trace,No
2/6/2010,92,90,17.5,1.1,21.3,Trace,No
2/7/2010,92,96,17.1,1.3,18.5,94.1,No
2/8/2010,88,97,18,1.8,13.5,7.1,No
2/9/2010,87,93,21.6,4.8,11.5,0,No
2/10/2010,84,85,24.1,3,4.7,Trace,No
2/11/2010,85,81,25,3,7.8,Trace,No
2/12/2010,87,79,16.7,12.6,13.7,Trace,No
2/13/2010,92,89,13.2,3.2,22,1.7,No
2/14/2010,96,97,15.4,1.7,14.2,2.3,No
2/15/2010,92,93,12.6,4.4,9,0.6,No
2/16/2010,88,88,10.2,2.1,11.9,0.6,No
2/17/2010,88,87,9.7,1.6,10.1,1,No
2/18/2010,94,84,9.1,2.3,10.1,0.8,No
2/19/2010,92,89,9.5,3.5,7,3.7,No
2/20/2010,88,80,13.2,5.2,9.5,Trace,No
2/21/2010,84,80,15.9,4.7,14.9,Trace,No
2/22/2010,88,87,17.7,2.4,12.3,0.1,No
2/23/2010,86,86,20.1,5.9,8.9,0,No
2/24/2010,87,88,22.3,4.2,7.8,Trace,No
2/25/2010,88,87,24.5,3.4,7.1,0.4,No
2/26/2010,88,88,24.6,2.8,4.9,0.3,No
2/27/2010,86,89,24.7,4,3.8,Trace,No
2/28/2010,87,91,23.9,4.2,13,Trace,No
3/1/2010,88,94,22.1,2.9,12.7,0,No
3/2/2010,83,87,24.6,3.7,7.3,0,No
3/3/2010,84,88,24.7,3.6,10.6,0,No
3/4/2010,86,88,24.5,2.8,10.4,0.1,No
3/5/2010,84,82,25.8,3.4,6.2,Trace,No
3/6/2010,82,84,25.7,2.8,5.3,Trace,No
3/7/2010,94,92,18.9,8.5,14.1,4.9,No
3/8/2010,98,94,16.7,4.6,18.4,0.5,No
3/9/2010,88,75,10.5,4.4,15,2.7,No
3/10/2010,35,48,12.1,8.7,12.6,0,No
3/11/2010,41,63,15.4,7.7,10.6,0,No
3/12/2010,84,85,16.8,2.1,11.6,0.4,No
3/13/2010,89,93,18.8,2.9,13.7,Trace,No
3/14/2010,88,96,20,2.7,15.5,Trace,No
3/15/2010,65,92,22.9,5.8,5.5,Trace,No
3/16/2010,85,86,19.2,4.1,13.2,Trace,No
3/17/2010,87,77,19,3.4,14.1,0,No
3/18/2010,60,79,20.9,5.7,8,0,No
3/19/2010,29,78,21.2,6.3,8.2,0,No
3/20/2010,79,82,21.9,4.8,5.5,Trace,No
3/21/2010,50,80,22.7,8,9.4,0,No
3/22/2010,66,77,21.5,6.2,17.9,0,No
3/23/2010,82,88,22.9,5.6,10.2,0,No
3/24/2010,71,86,24.4,8.8,12.1,Trace,No
3/25/2010,88,71,16.7,5.5,14.6,8.9,No
3/26/2010,28,52,17.5,6.2,17.3,0,No
3/27/2010,86,67,18.3,4.4,14,0,No
3/28/2010,32,66,19.9,7.7,12,0,No
3/29/2010,72,63,18.5,2.3,25.3,0,No
3/30/2010,87,83,19,2.6,20.9,Trace,No
3/31/2010,77,84,21.6,5,14.9,Trace,No
4/1/2010,82,89,23,5.1,10.4,Trace,No
4/2/2010,87,92,21.2,6.4,11.3,2,No
4/3/2010,88,88,18.1,0.8,26.5,Trace,No
4/4/2010,87,92,18.8,2.4,18.1,Trace,No
4/5/2010,87,95,20.5,2.3,12,Trace,No
4/6/2010,88,93,22.9,4.6,9.8,Trace,No
4/7/2010,88,91,19.6,4.3,27,1.8,No
4/8/2010,89,88,17.3,2.8,15.3,9.6,No
4/9/2010,85,87,19.3,3.3,11.8,Trace,No
4/10/2010,90,96,19.3,1.2,18.9,1.7,No
4/11/2010,84,91,23.6,6.3,8.4,Trace,No
4/12/2010,78,87,26.1,4,6.6,0,No
4/13/2010,83,91,24.6,10,16.1,0.9,No
4/14/2010,89,90,19.1,1.7,26.6,0.3,No
4/15/2010,87,94,16.6,6.2,10.1,8.2,No
4/16/2010,88,83,16.5,4,10.4,Trace,No
4/17/2010,88,84,18.4,3.2,20.9,2,No
4/18/2010,88,92,19.2,2.6,20.2,3.1,No
4/19/2010,80,89,22,5.3,15.8,Trace,No
4/20/2010,84,94,23.3,3.9,12.8,1.1,No
4/21/2010,85,87,26,4.7,8.9,0,No
4/22/2010,87,87,24.4,7.3,10,6.8,No
4/23/2010,74,70,21,7.2,12.2,0,No
4/24/2010,63,67,21.4,5.2,23.2,Trace,No
4/25/2010,84,73,20.6,4.4,26.7,0,No
4/26/2010,86,80,21.8,4.3,12.7,0.2,No
4/27/2010,85,76,21.6,5,9.2,Trace,No
4/28/2010,85,81,22.8,4.6,5.9,Trace,No
4/29/2010,87,89,21.1,6.1,16,40.6,No
4/30/2010,78,84,21.3,7.8,18.5,0.6,No
5/1/2010,71,82,23.5,7.3,9.6,0,No
5/2/2010,45,80,24.8,6.2,4.6,0,No
5/3/2010,46,82,24.2,5.6,14.8,0,No
5/4/2010,84,88,24.1,3.8,13.6,Trace,No
5/5/2010,88,87,25.9,4.2,9.8,Trace,No
5/6/2010,85,87,27.3,2.7,6.2,0.2,No
5/7/2010,87,92,25.3,5.3,11.3,29.1,No
5/8/2010,84,92,25.6,2.7,11.3,0,No
5/9/2010,84,86,27,5.4,8.2,3.9,No
5/10/2010,84,94,23.9,4.5,9.9,27.6,No
5/11/2010,91,89,23.9,3.8,16.4,0.3,No
5/12/2010,88,87,24,3.4,19.5,Trace,No
5/13/2010,88,90,23.9,3.5,17.3,0.7,No
5/14/2010,87,93,24.5,2,13.5,Trace,No
5/15/2010,88,92,23.9,3.5,18.4,11.9,No
5/16/2010,85,92,24.1,4.2,18.4,0.8,No
5/17/2010,80,89,25.2,3.2,14.4,Trace,No
5/18/2010,72,85,27.3,4.6,7.3,Trace,No
5/19/2010,79,89,26,6.2,6.3,55.7,No
5/20/2010,73,87,25.9,7.3,9,8.1,No
5/21/2010,82,84,28.5,4.4,6.3,Trace,No
5/22/2010,86,82,29,1.4,12.8,Trace,No
5/23/2010,81,80,26,5.1,17.1,10.1,No
5/24/2010,30,65,25.6,6.8,11.9,0,No
5/25/2010,32,75,25.9,6.5,14.6,0,No
5/26/2010,72,77,26.6,5.8,18.7,0,No
5/27/2010,84,86,26.1,2.5,13.1,Trace,No
5/28/2010,74,84,26.9,4.7,15.9,0,No
5/29/2010,87,89,27,4.6,11.3,22.6,No
5/30/2010,87,91,26.5,3.4,6.9,5.3,No
5/31/2010,88,89,24.7,1.8,17.2,0.3,No
6/1/2010,88,84,24.2,5.6,24.5,16.1,No
6/2/2010,93,97,21.7,3,22.7,29.3,No
6/3/2010,86,90,22.7,4.8,7.1,1,No
6/4/2010,89,85,24.7,4,4.8,Trace,No
6/5/2010,84,85,24.9,5.1,9.9,8.2,No
6/6/2010,59,80,25.2,4.7,13.6,0,No
6/7/2010,49,80,25.5,4.6,14.8,0,No
6/8/2010,84,84,25.6,4.7,16.8,Trace,No
6/9/2010,87,93,25.6,2.8,9,16.7,No
6/10/2010,92,97,25.4,1.7,8,58.4,No
6/11/2010,83,87,27.2,4.6,7.1,Trace,No
6/12/2010,85,83,28.1,4.9,6.7,Trace,No
6/13/2010,84,87,28.4,3.6,12.1,29,No
6/14/2010,86,83,29.3,4.1,15.1,6.4,No
6/15/2010,86,84,29.3,1.5,16.5,0.1,No
6/16/2010,86,83,29.4,2.8,12.6,3.8,No
6/17/2010,83,80,29.7,2.5,10.7,Trace,No
6/18/2010,83,78,29.8,2.7,12.3,0,No
6/19/2010,74,77,29.7,2.9,10.2,Trace,No
6/20/2010,85,79,29.5,3.6,11.9,1.9,No
6/21/2010,76,78,29.6,3.7,8.8,1.4,No
6/22/2010,82,80,29.3,3.6,6.4,4.6,No
6/23/2010,84,85,28,5.7,7.8,41,No
6/24/2010,88,84,29,4.6,14.5,39,No
6/25/2010,88,83,28.8,2.2,17.6,2.9,No
6/26/2010,92,93,26.1,2.8,8.9,127.6,No
6/27/2010,88,95,25.6,1.6,7.5,44.2,No
6/28/2010,90,96,25.5,4.1,11.8,43.2,No
6/29/2010,54,90,27.3,5.3,13.5,0.1,No
6/30/2010,32,81,29.1,5.8,8.8,0,No
7/1/2010,33,76,29.5,5.5,7.7,0,No
7/2/2010,35,76,30,5,13.9,0,No
7/3/2010,46,76,30.1,4.4,15.1,0,No
7/4/2010,55,79,30.1,4,19.2,Trace,No
7/5/2010,54,78,30.1,4.4,18.8,0,No
7/6/2010,83,79,30,2.9,18.4,Trace,No
7/7/2010,78,78,30.2,3.2,15.1,Trace,No
7/8/2010,69,76,30.6,5.2,11.4,0.4,No
7/9/2010,83,76,29.8,3.2,11,1.7,No
7/10/2010,64,76,29.8,6,9.2,3.9,No
7/11/2010,61,76,30,5.5,9.1,1.8,No
7/12/2010,55,75,30.2,5.3,6,Trace,Yes
7/13/2010,61,79,29.9,4.4,12.3,Trace,Yes
7/14/2010,73,79,30.2,5.6,14.9,0,Yes
7/15/2010,89,86,29.2,6.1,16.3,8.4,Yes
7/16/2010,77,88,27.6,6.4,15.5,17.8,Yes
7/17/2010,85,89,27.7,8.3,12.9,40,Yes
7/18/2010,61,86,28.1,7.7,8.1,1.1,Yes
7/19/2010,33,77,29.7,6.3,7.2,0,Yes
7/20/2010,57,81,29.5,5.2,12.3,0,Yes
7/21/2010,88,91,27.4,5.2,18.5,29.6,Yes
7/22/2010,88,93,27.2,4.9,15.4,182.4,Yes
7/23/2010,86,91,27.6,4.7,10.9,14.6,Yes
7/24/2010,80,86,28.3,6.3,13.7,1.1,No
7/25/2010,58,81,29.2,5.2,11,0,No
7/26/2010,72,80,29.2,4.8,9.8,0,No
7/27/2010,90,86,27.9,3.7,12.1,33.6,No
7/28/2010,93,91,26.9,5.5,9.2,122.5,No
7/29/2010,86,83,28.5,7.3,11.8,4.6,No
7/30/2010,79,80,29.6,5.5,10.2,5.1,No
7/31/2010,70,78,30.1,5.4,6.5,0.8,No
8/1/2010,51,79,30,4.4,9.1,Trace,No
8/2/2010,64,79,29.4,4.7,7,1.1,No
8/3/2010,39,76,29.1,4.9,13.4,Trace,No
8/4/2010,28,74,30,5.6,13.2,0,No
8/5/2010,62,79,29.4,9.4,11.8,41.6,No
8/6/2010,82,81,28.4,7.2,11.8,1.6,No
8/7/2010,81,84,28.8,6.5,13.5,39.1,No
8/8/2010,84,84,28.8,6.4,20,18,No
8/9/2010,76,82,29.6,4.9,13,0.2,No
8/10/2010,46,77,30.2,5.7,5,Trace,No
8/11/2010,69,88,28.3,3.2,7.8,22.2,No
8/12/2010,61,79,29.3,5.5,5.7,3,No
8/13/2010,54,79,29.8,4.8,6.2,3.8,No
8/14/2010,56,79,29.4,3.7,5.6,8.7,No
8/15/2010,68,83,28.1,3.5,7.4,13.5,No
8/16/2010,80,85,27.1,4.8,7.2,5.1,No
8/17/2010,73,83,28.3,6.4,8.1,3.2,No
8/18/2010,74,84,28.6,4,10.1,0,No
8/19/2010,87,92,27.5,4.8,13.5,56.4,No
8/20/2010,82,85,28,7.6,10.1,22.1,No
8/21/2010,57,78,29.4,5.6,13.6,Trace,No
8/22/2010,74,83,28.9,5.4,18.6,9.1,No
8/23/2010,78,84,28.5,6.7,18.1,23.7,No
8/24/2010,88,93,26.5,4,11.4,42.6,No
8/25/2010,88,82,28,4.2,5.7,5.2,No
8/26/2010,67,82,28.4,4.3,6.1,Trace,No
8/27/2010,43,78,28.8,5.6,7.3,0,No
8/28/2010,44,81,27.9,6.1,6.1,30.1,Yes
8/29/2010,71,78,29.2,5.8,6.5,0,Yes
8/30/2010,80,74,29.7,4.9,8.4,0,Yes
8/31/2010,83,69,30.4,4.9,7.6,0,Yes
9/1/2010,78,62,31.2,5.1,9,0,Yes
9/2/2010,86,70,29.5,5.6,13.4,16.2,Yes
9/3/2010,88,93,26,3,7.2,47.4,Yes
9/4/2010,88,89,26.8,2.8,13.4,3.5,No
9/5/2010,70,86,27.8,5,12.2,4.9,No
9/6/2010,46,78,29.3,5.3,8,0,No
9/7/2010,59,79,29.7,3.4,13.3,Trace,No
9/8/2010,58,80,29.9,6.1,11.9,27.6,No
9/9/2010,84,83,28.2,5.9,6,22.5,No
9/10/2010,89,81,28.1,7.3,12,58.8,No
9/11/2010,96,93,25.5,2,7.3,51.8,No
9/12/2010,86,94,25.2,5,4.3,95.9,No
9/13/2010,48,89,26.8,5.9,11.1,0.1,No
9/14/2010,68,86,27.2,3.9,11.2,1.7,No
9/15/2010,58,83,28.2,5.4,10.5,1.7,Yes
9/16/2010,46,78,28.9,5.6,5,0,Yes
9/17/2010,41,75,29.1,5,8.8,0,Yes
9/18/2010,59,76,29.7,5.2,11,0,Yes
9/19/2010,71,75,30.6,4.3,15.3,0,Yes
9/20/2010,84,82,28.3,5.8,20.1,67,Yes
9/21/2010,92,95,24.5,3,10.8,178.8,Yes
9/22/2010,84,92,25.4,2.2,11.3,0.8,No
9/23/2010,87,87,27,3.5,7.5,Trace,No
9/24/2010,60,84,27.7,5,12.1,0,No
9/25/2010,67,84,27.4,4.2,14.4,Trace,No
9/26/2010,51,82,27.6,4.6,13.5,0,No
9/27/2010,54,82,28.3,5.1,10.5,0,No
9/28/2010,46,80,28.6,5.2,11.3,0,No
9/29/2010,68,80,28.5,3.8,19,Trace,No
9/30/2010,81,82,27.7,4.6,17.8,4.4,No
10/1/2010,71,80,27.6,4.7,19.3,Trace,No
10/2/2010,63,74,28.4,5.6,13.8,0,No
10/3/2010,83,72,28.1,4.4,13,Trace,No
10/4/2010,92,67,25.5,2.4,13.5,Trace,No
10/5/2010,89,78,24.1,2.2,14.1,2.2,No
10/6/2010,90,82,24.2,3.1,17.9,0.9,No
10/7/2010,91,78,25.4,2.1,16.8,Trace,No
10/8/2010,88,79,26.4,3.1,15.2,Trace,No
10/9/2010,88,81,25.8,3.1,21.1,1.4,No
10/10/2010,89,93,25,2,15,10.2,No
10/11/2010,87,93,26.4,2.7,10,3.7,No
10/12/2010,57,85,27.6,4.4,12.1,Trace,No
10/13/2010,40,83,27.6,5.3,12.3,0,Yes
10/14/2010,58,82,27.9,4.4,15.2,0,Yes
10/15/2010,87,86,26,3.8,15.6,3.9,Yes
10/16/2010,84,80,25.2,3.1,15.9,0.2,Yes
10/17/2010,76,77,26.4,4.3,19.4,Trace,Yes
10/18/2010,61,73,26.6,5.2,11.7,Trace,Yes
10/19/2010,81,62,26.1,4.2,14.3,0,Yes
10/20/2010,86,62,26.4,3.8,19.5,0,Yes
10/21/2010,88,65,25.5,5,18.8,Trace,Yes
10/22/2010,84,67,23.6,3.5,12.9,0.2,Yes
10/23/2010,55,61,24.9,5.2,12.8,0,Yes
10/24/2010,56,67,25.1,4.2,8,0,Yes
10/25/2010,64,68,24.9,5.2,10.4,0,No
10/26/2010,88,73,22.3,4.4,14.3,Trace,No
